,stars,text,category,predict
97,3,"Went to Richardson's again tonight as it's one of my favorite restaurants for the past 10 years. Horrible experience tonight as we made a reservation late for 6 p.m. and they said all they had was on their patio. I specifically asked if they had misters and they said YES. So off we went and when we were seated the misters weren't on, so we asked for them to be turned on. They did, but they they kept turning them off. When we continued to ask why they were off they said others where complaining they were dripping on them. The only other patrons were ones at the bar waiting for their inside tables. We had 6 people and our bill was almost $400. At the end the waitress asked how everything was and we asked for our check so we could leave as we were all VERY hot (misters were off for the last 30 minutes of our meal). She apologized and told us it was a ""liability"" to have the misters on and that someone had reserved the ""pit"" on the patin and paid $500 as a deposit and they didn't want the misters on. As we walked out of the restaurant and left a 15% tip instead of our normal 25% (she lost $30) we saw NO ONE else eating in the ""pit"" area, only 4 or 5 people standing around and the floor was completely dry. Very disappointed that we were told outside would have misters, which the few times they were on made a BIG difference and that the few bar patrons were more important than our table of six, with drinks, apps, $35 entrees. We will definitely rethink heading back to Richardson's after this experience no matter how good the food is.........since we had to take 50% of the food home as it was too uncomfortable to eat.",4581,1
98,3,"Service is really slow here. Our server didn't greet us for about 5 mins and when she got our drink order, she immediately started bussing tables instead of getting our drinks. She actually forgot my fiancé beer. I ordered chicken wings and they are 10 for $10. I was missing a chicken wing. Usually no big deal but when they are $1 piece, I felt like I had to say something. It took forever for her to even come back. I asked if they can take $1 off or give me a wing and they ended up giving me 3 wings. We were done with our food and we still waited at least another 10 mins for her to come around! I didn't see her in the dining area so I don't know if she was smoking out back or what. It took forever to even ask for a box. It was like pulling teeth just trying to get out of there. They weren't even busy!",3011,1
100,3,"Ok so i secretly like this place. I usually come here for the lunch buffet. The buffet is really small and also serves as an ""EDR"" for the employees. The food in this very small selection is usually well prepared. The casino is standard and bar is always full. The rooms here are meant to rest your head in, that's it. I found the bed to be a little uncomfortable and you CAN hear whoever is walking on the floor above you. The hotel hallways and room all have this eerie feel to them but hey the place opened in 1931!",2782,5
102,3,"I love me some Moe's, but the service at this location isn't my favorite. I went around 12:45PM, peak lunch hour, to find a line about 5 people deep and only one person behind the counter taking orders, and he was moving very slowly (without purpose). One person was on the register, another was cutting up toppings, and there was another just standing around. After everyone in front of me was served, the employee standing around finally jumped in. I could tell he was new because he was timid, but the problem was that there also was no nearby supervisor guiding him, so it took awhile to take and finalize my order. I got my food in the end, but the whole process took much longer than it should have.

As for the food, this time I ordered the Super Kingpin with black beans and green peppers. It was actually very good and strong enough to hold it's innards. Another great order for vegetarians is the Art Vandalay burrito (comes with Guac on it!). Moe's is especially great when the chips are hot and fresh :)",7317,5
106,3,"Tried to order the granola and yougurt without the usual fruit but got a ton of attitude and a cup just half full.
Usually service is accommodating , not this location.

Otherwise , good basic standard fare.",5980,5
109,3,"Food was good, had their Blue Flatiron Steak basically a Flatiron steak topped with blue cheese. My only complaint was that the wait for service took a while, and waiting for meal to arrive also took a while. So keep in mind if you are in a hurry this may not be the place to go.",7987,5
114,3,"I would never know this was here but it looks good and turned out great! Never thought I'd have Cuban food outside of NY and Austin TX, but it turned out good. Be sure to check out the Latin live music Fri and Sat nights.",2490,5
116,3,"Very standard seating and decor in the restaurant but the food is very good. The food is very fresh. Would be helpful to label the food for the non-filipino patrons that come in. Desert is very limited to only 4-5 different fruit selections. Pricing for all you can eat is reasonable,  $8.50",2937,5
119,3,"It's the cheesecake factory. 

So, this place has an extensive menu and loads of options, but you won't be blown away by any of it. That said, it's super reliable, clean and easy. The staff are friendly and helpful. 

I've has their egg white omlet, which was great and their chinese salad, which was also super fresh and tasty. But it's not on the same level as the incredible vagas dining.",2558,5
120,3,"I live around the corner from Ho Ho and order takeout close to once per week.  They always have a lunch/dinner combo special that changes weekly.  It's a great value at $6 total after tax.  This it's the best Chinese, but I've never been disappointed.  They even allowed me to substitute red for green peppers the last time I ordered the special, cool!  It's the perfect ""neighborhood Chinese takeout/delivery"" place.",5955,5
126,3,Good venue for live music. Disappointing that there is pressure to tip the bands since apparently the owner doesn't pay them..,3241,5
129,3,"Ate here twice, disappointing both times. Robata Platter was dry. The seafood soup was tasteless.  There was 1 piece of rubbery shrimp and 1 piece of fish floating in the tasteless water.  Definitely not trying this place a third time.  Service was good.",4096,1
130,3,"Normally, when I'm looking for a burger or in my case a veggie burger or portobello mushroom cap I'll hit up BRGR or Burgatory. Sometime though if at the waterfront I'll stop at Red Robin, mainly for the freckled lemon aid. 

On a recent visit I decided to try their veggie burger, I ordered it with lettuce, onion and pickles. I had a hard time deciding if this was a Morning Star Farms offering or house made. If it was a frozen patty, shame on them. True burger joints need to show the vegans and vegetarians that Red Robin wants their business and should make an in house patty. The waiter could not answer my question regarding to my inquiring if their meatless burger was house made or frozen. It wasn't bad though. 

In my pre- vegan days I loved the monster burger and endless fries. 

For a chain Red Robin isn't bad, I still frequent the indie places just for the fact they're local owners and they have a better product.",1671,1
134,3,"Everything about this place screams mediocrity. 
The biggest knock, is that it is a bit overpriced. The biggest upside, is that the staff is always friendly. If you come here, prepare yourself for a typical Chain experience.",7918,5
135,3,"Everything in Vegas is super-sized and at The Wynn  it is out of control. My boss recommended Tableau and she should know -she is a frequenter of fine dining in Vegas. She recommended brunch and it did not disappoint, holy crap $25. For bacon and eggs. Yep they were delish along with that killer fresh squeezed OJ and those dang Bloody Mary's and the seafood Benedict , but almost $100 for brunch. An experience to try once.",6607,5
136,3,"We have been coming here off and on ever since this place opened.  We have seen a high turn over in servers over the more recent years and today I understand why. We ordered 2 diet cokes with our meal in to go cups.  We stood at the counter and watched the girl fill our drinks as we thought we would save her the trouble of bringing them to the table.  She filled up the first to go cup with regular coke and put a lemon in it (which, I think, usually goes into a diet coke). So we thought maybe this isn't our order.  We watched as she filled the second to go cup with regular coke and again put a lemon in it. Hummm, surely this must not be our order.  
She turned around, we told her we were waiting for 2 diet cokes, and even asked, Are those diet cokes? and she starts to hand them to us.  I told her, we just watched you fill them with regular coke.  She just smiled, never said I'm sorry...or... oh I made a mistake...or... isn't that a funny joke to switch regular coke and diet coke, nothing.  She emptied them out and filled them with diet coke as we watched her.  After we sat down, another waitress came over and was very apologetic but with servers like the one who thinks it's funny to fill orders with coke when diet coke was ordered, we probably will not go back. Good thing I am not a diabetic.",4317,1
139,3,"First time there tonight. Only been open 4 weeks according to the waitress. Very nice location and layout. The food was very good. But, the staff is clearly not trained or ready for business. Our waitress clearly forgot to enter our dinner order as after 75 minutes I pointed out to her that we had not even seen or salads yet. She should have noticed this herself. So technically this should be a one or two star review but I think and hope this is just a start up issue because we really like the location, accessability by water on Lake Wylie and most of all the food. 
So JPeters whoever you are, pull some talent from one of your other locations and teach these goods folks how to make a success of this new location. With little effort this is a 4.5 star place all day long",1165,1
141,3,"Not what I was expecting. First, this isn't a nice date place unless you want half of your conversation being ""what?"" I didn't think they'd have the club music blaring in the restaurant. The food was alright, probably won't go back :/",643,5
142,3,If your wanting a bloody mary before 10am go to Fuzzys. They refused to make us a drink before then.,6200,5
145,3,"We recently (ok, a little over a year ago) moved very close to this PF Chang's location. My two sons absolutely adore Chinese food and have been bugging me to go try it out (never been to a PF Chang's). 

1st Visit - we were told the wait would be 20 minutes but it was only 5, which of course is a bonus. Our waitress was a long, dark brown-haired lady, maybe in her 40s to early 50s (don't hate, I'm a terrible judge of age!!). She was absolutely fantastic. She recommended meals, her service was awesome, and she had a wonderful sense of humor. We had the crispy green beans, crab wontons, and spring rolls for appetizers. For our entrées we ordered Mongolian beef, sweet-and-sour chicken, and Chang's spicy chicken (no, we don't eat that much in one sitting and planned to take some home!!). Our food was fantastic and we left very happy.

2nd Visit (3 weeks later) - again we were told we would have a 20 to 25 minute wait but really only waited 10 minutes. Our waitress was a younger girl maybe in her young 20s. This time around the food was just okay, like maybe they got a new chef?? We skipped appetizers this time and just got soup. I ordered the Mongolian beef the first time, and my younger son absolutely loved it, so that was what he had his mind set on for on this trip. He is a young chef in training, and I consider his palette very particular...which is why I was urged to try his food when he said he wasn't too happy with it. I did, and he was absolutely right. It tasted nothing like it did the first time. My older son ordered Chang's Kung Pao and it had ZERO spice. I ordered the Crispy Honey chicken and was disappointed. It was mostly breading with very little chicken, and was overly sweetened. The service was decent - I'd say a 7/10. We had our leftovers packaged up and came home.

3rd Visit (Valentines Day) - once more we were told we would have a long wait - 30 to 40 minutes. We decided to take the buzzer and sit in the car since it was pretty crowded in that lobby. 8 minutes later, the buzzer rang so we went inside (I really think they need to polish up the wait time quotes!). Our waiter this time was Scott. He seemed pretty inattentive for not being too busy. We ordered soup again and each had a bowl. I ordered the coconut curry vegetables this time as I am a BIG coconut fan. The taste was pretty good but I did have to ask for more sauce as the vegetables were very lightly coated. My younger son again, did go for the Mongolian beef. It was much better this time. My older son went back to the Chang's spicy chicken that he had the first time. He said it was good, but definitely much better the first visit. Can the first visit chef please step forward??? We want to come only when you're there!!! Since we had just gone to a movie (with snacks - I know, we did that backwards!) right before dinner we weren't very hungry. So we asked our waiter to box it up and we would take it home. The next day when we went to go into our left overs, there were three tiny boxes of food and one tiny box half full of rice. Where was all our food???? We had each only taken a couple bites (literally), and didn't even touch the rice. The soup was completely left out of the bag. Having spent $70 for dinner I felt this warranted a phone call. I spoke with the manager who assured me that he would look back on the video and see what happened at the end of our meal. He was going to get right back to me. 2.5 days later, I got a phone call from him stating that he couldn't really see what happened in the video feed (what's the point of video if you can't depict what's happening???), and offered a $20 gift card for our inconvenience. Really?? I spend $70 and that's my compensation.

IF we go back to that location again, I will insist on our first waitress (I know exactly what she looks like but I forgot her name), OR we will order our food to go.",5933,1
149,3,"Not sure where all the great reviews are coming from. This place was average at best. The decor is nice and the staff were somewhat friendly but beyond that the food was certainly edible but not outstanding. If I were visiting Scottsdale again, I would say there are much better places to spend your food budget on.",3691,5
150,3,"Wife and I have eaten here a few times now. First time was take out and was decent. Went in for lunch one day and got the wings and ap sampler. Wings were better than average, appetizer sampler was pretty weak. Seemed frozen mostly. Went back for sandwiches and those were great. Went back in for wings and a burger and can't believe it was the same place. Wings were awful! The BBQ burger was so bad I could not eat it. Sauce is all wrong, burger was green inside (literally, the meat was green colored) and the onion rings on top were complete mush. Fries were inedible as well. Not sure what happened but not sure I'll go back. The Italian sub is good (really small though) but I will never get wings or a burger again. With the competition in the same parking lot you can't afford to serve food that is that bad!",7891,1
151,3,"In diesem Restaurant gibt es sehr guten Pizzen die aber generell immer zu groß sind und über den Tellerrand auf den Tisch gehen. Wenn man das nicht weiß, schaut man schon etwas irritiert.
Vor ein kurzer Zeit hat das Restaurant nun eine neue Speisekarte gemacht. Nun kann man sogar vegan essen und ein Kellner ist nun plötzlich total freundlich geworden. Nun mehr dazu. Eines Tages bin ich mit meiner Freundin essen gewesen. Wir bestellten beide jeweils eine Pasta bei diesen Kellner. Sie hatte eine mit Meeresfrüchten und ich eine mit Steinpilzen und Pinienkernen. Dieses Gericht hatte ich schon einmal.
Beide waren dieses mal kaum gewürzt und es schmeckte komisch. Wir teilten es diesem anschließend mit. Dieser nahm es zur Kenntnis und meinte, er würde es der Küche weiter geben.
Als wir zahlten, reduzierten wir das Trinkgeld natürlich. Der Kellner zog dieses dann so ins lächerliche das wir uns nur entsetzlich anschauten und feststellen mussten, dass der Kellner sich mit seiner angegebenen Freundlichkeit nur verstellt. In Wahrheit ist er immer noch der überaus unfreundlichste Kellner geblieben.",3992,5
161,3,"I've been holding off on writing a review of Tonic. They've switched management, they've switched bar service. 
They're over priced -- sure. 
The food is subpar but has gotten better within the last year.
Their drinks are pretty grand. 

I've heard rumors of the managements battle with the bottle, and it's perhaps not hard to imagine it being true. Everything is very disorganized, the service is usually a little snotty, the drinks have been hit or miss lately. 

Here's the deal, if you're in a rut, there's worse places to eat than Tonic. There's worse bars to drink at than Tonic. Just make sure you have some extra cash as the prices aren't the most agreeable. The sweet potato fries were good, they were quite soggy the last time i had them. My first trip was the worst trip, my second trip was lovely, my third trip was horrific.
If you're a gambling person... give this place a shot. It might prove pretty impressive, or it might not.",1200,1
167,3,Worst Strawberry Margarita EVER!!! Way way way too sweet. Couldn't taste any alcohol. THE WORST. They did nothing to remedy it.,4436,1
168,3,"Well!  I come to this location often.  Its close. We normally sit in the bar area.  But i do hesitate and cringe when i see a particular bartender.  Its ""usually"" quick but i have to say this!  Everytime i come and i see Hyo behind the bar i want to turn around and run!  Horrible service.  Slow service. No personality.  As a guest i should never have to wait to be greeted, wait forever for my food or wait to leave.  Whenever Hyo (the bartender) is there we wait on all three.  This isnt a rant on Chili's.  This is a rant on their choice of bartenders and Hyo is horrible.  If you see him when you walk in DO NOT sit in the bar area. I repeat DO NOT sit in the bar area when Hyo is working!",4703,1
169,3,"We were recommended this place by our hotel. The food was ok, not actually good. The highlight was definitely our server Christian who was great. He explained everything well. Got our order down with no problems and was very attentive, the service as a whole is very good here. I ordered the corn beef hash and the mashed potatoe omelette. Both were marginal at best however the fresh muffins were awesome.",5400,5
171,3,"Thank you Shari for planning a UYE to Highway 61~
In spite of living in the area, it was actually my first time (ever!) walking into this joint on Thursday.

A two storied restaurant, space is limited. Unless you have a group of 12 or more, H61 won't take a reservation ... fair enough. Service here is excellent. The ladies who work here are quite pleasant and efficient. 

The onion rings were ordered as an appetizer and the entire Yelp crew shared two orders of it. They were freakin' delicious! If you come here, you have to try them!! We also ordered the Cajun style shrimp... it was 'meh.' I won't die if I don't have them ever again.

Most of us at the table ordered their Major Burger. It was good, but definitely not something to write home about. The BBQ sauce on the burger was too thick and there was too much of it on the patty. For $7 a pop, it's quite reasonable considering the amount of meat you're getting. I also had the pleasure of having their Jalapeno Cornbread. Yum!

Definitely check it out ... but I'm okay if I don't go back.",5571,5
172,3,"so I made reservation at 5:45, showed up, and told to wait by wait staff because the table is still busy. (sure... there are many other tables available for 1 or 2 ppl)
20 min later I asked, is my table ready, she then looked at the manager, and the manager asked her if I have any reservation. she pointed to my name and he asked for how many ppl, she said 1. and he said only 1!!?
then she seated me to another table (which has been available in the first place)
the place is not a place for enjoying your meal. it is a fusion of mexican argentine and peruvian food. in which the food part is pretty good. just don't order any Taco (they are badly made and not sure why)
the waitress was very nice and describe the food well, she did not recommended the Taco, next time I would try the short ribs or their speciality pork belly.
I wish they lit up the room a bit, too dark and having a waitress to shine a light on the menu or your food so you can see, doesn't help.
Duck Carnitas Empanada was great.",6610,1
179,3,"Allgemein
Lage - am Rande von Leinfelden ist dieser gemütliche schwäbische Biergarten.
S-Bahn und Busverbindung ganz in der Nähe.
Parken - Gut möglich, außer wenn Veranstaltungen stattfinden.
Publikum - Gemischtes Publikum, 
Bürgerliche Küche !
Der Biergarten ist zu empfehlen !
Bedienung
Man geht geführt durch einen Drehpendel, kann sich vom Trinken bis zum Essen alles aussuchen und anschließend gehts zur Kasse.
Selbstbedienung im großen Stil.
Das Essen
Ob Pilze mit Knödel, wilde Kartoffel mit Quark, Salat oder der fein geschnittene Rettich alles war ganz ordentlich.
Einfache Küche !
Das Ambiente
Sehr gemütlicher schwäbischer Biergarten der zum geselligen Zusammensein einlädt.
Ein Biergarten für Jung und Alt.
Sauberkeit
Der Biergarten und auch die Toiletten vermitteln einen gepflegten Zustand .",3400,5
183,3,"Been going to CEC with my kids for over 15 years. Usually a great time. Haven't been back in a while as the kids got older. We did go yesterday for my daughter and a few friends for some games and pizza for her 11th birthday. Nice new games and card system. More choices with the games now. 
The employees were using a booth right out in the open as their personal hangout/ place to eat. They had work paperwork on the table and boxes in the seats. That stuff should be kept in the back and their hangout should be ina break room and not taking up a booth. 

Ordered a beer and the girl who rang it up said she was under 21 and couldn't pour it. The lady who could was helping kids redeem tickets. Waited like 10 minutes, seemed simple to switch places but they didn't seem concerned. 
Probably won't be back for a while. Time for the dave and busters type places.",6806,1
184,3,Kinda run of the middle as for quality. Price is high for what you get but it's right downtown. :/,6482,5
185,3,The server Paul is awesome! He was very attentive. The pho was terrible! Probably the worst I've ever had. How can you mess up on pho? Three stars for exceptional service!,8401,1
188,3,"Hmm...
I was super excited to try this place after hearing some great reviews.
Came in at 12:30 on  Sunday and our only options were the all you can eat brunch for $15 or the appetizer/burger menu on the back.

Their other menu was huge, but we couldn't have that until 2pm on a Sunday. Bummer.

The beer list looked awesome and had really great deals (compared to where I live, Chicago) $3.50 for a 12 ounce, that is amazing! And flights of beer....sign me up!

I ordered the boneless buff wings in 3 Alarm. They weren't that hot, but still good. The gorgonzola dip tasted great, but just like blue cheese...so not really sure if it's just me who doesn't know my cheese or what...but whatev.

Service was friendly, mac and cheese pizza was on a pita bread and didn't look that amazing--sadly. I could get better mac n cheese pizza in Chicago--regular crust, too.

Burgers came with choice of friends, apple sauce, or coleslaw. You could substitute for Turkey Burger, Boca, Buffalo for $.50 to $1.00.

I would come back here for dinner if I could and get a different entree and try some beers.",1561,5
189,3,"This is the first time I am coming here and I'm not sure if it is because they are new but the workers were all over the place. Being that I have eaten poke at so many places, this is by far the worst as portion control. The food does taste good. I got 4 proteins mixed in after seeing how little they used in the beginning but I will say it does taste fresh.",6382,1
192,3,"My first crack at Caribbean food in Toronto!

Not bad and cheap!  Filling and flavourful.  I really can't say too much because I only tried the one thing on their menu: jerk chicken.

I've never had plantains and oxtail before. I have to say, now I want to eat that with my chicken all the time.  In fact, i bought some plantains the other day so I could make some chicken with those on the side.",5880,1
193,3,The felt that the food at Organ Stop was just So-So! Nothing special! The Music there is great! You defiantly go to Organ Stop for the Organ! Not the Pizza!,7504,5
195,3,"This is a review purely on oysters cause that's what I got. The oysters that I got was $20 -$25 for a dozen including tax and tip. I sat by the bar where we got to see the staff opening the oysters up. It was pretty pricy but wasn't a surprised since we were in the middle of the dessert so it is probably hard to get seafood out there. Anyways I was extremely surprised by how fresh the oysters tasted and no sand!! I'm not exactly sure what the different oysters were because we got a mixed but I enjoyed them all. 

My friend ordered Manhattan Clam Chowder and did not enjoy it very much. It was red/orange and looked like a tomato soup. She actually said it tasted more tomato than clam chowder. 

The restaurant is pretty small, the kitchen is right in front of you. If you sit by the bar you watch then make everyone else's dish. I guess this is why some of the other food isn't as amazing like some people were expecting because I don't think they had a specialize chef for some of the food. I saw like some guy who looked like the manager and other stuff help cook the food.",4238,1
199,3,"Well, I'd like to rate the place as good the menu looks delish and I bet when my food finally gets here it will be...somebody has to do something about the poor waitresses horrible uniform!! Denim mom jeans with long sleeve white button ups? 1990 NO!!",777,1
200,3,"I've been going to this place since I was 15, i'm now 49.  I moved out of the area years ago, but would pop in a few times a year.  It has new owners, it's just not the same.",3789,5
201,3,"We went to the Yard house before the Coyotes game. We always like to sit at the bar. Our server Kaitlyn was very pleasant. We ordered the lobster and crab dip. It was good, but a few too many shells in it. My husband ordered a bacon cheeseburger and subbed a side of mashed potatoes. When it came out the potatoes were the size of a small ice scream scoop. It was laughable.  He ordered a side of steamed vegetables, and he got Asian vegetables. Kind of weird with a burger. My French onion soup was lukewarm at best. The turkey in my Cobb salad was tough. I pushed it aside. The rest of the salad was good. What saved the dinner was the hot brownie dessert with vanilla ice cream. Yummmmm.",8457,5
212,3,"More of a bar restaurant, than a restaurant with a bar... Food and service were ok. If your looking for a place to have nice date, this isn't it, if your looking for a place to hang out and have some drinks, this place is perfect...",4481,5
214,3,"Oh haaky, I wanted so badly for this to be as off-the - charts awesome as in the past ..... But you let me down.  What started off as a strong start ended dismally.  I am originally from Las Vegas and very familiar with the restaurants high level of customer service and have had incredible meals at haakasan in the past, so I was of course disappointed this ended weakly.  
I made the reservation for 7.15pm through Takoda, who has made my reservations in the past .  He is always a pleasure to work with and answers promptly .  We were greeted by a couple very sweet and beautiful hostesses and actually decided to sit at the bar and have a more causal dinner that way.  The bar was completely empty, score right ? The bartender was cool and helped us out right away .  We ordered a cocktail , Budda's Palm ($22 cocktail!) which was amazing as usual then we ordered food ... Food came out quick ! The ribeye stir fry was so delicious and melted in your mouth!! We had a small bite , bacon, bean something roll , which was great at first bite ... The second bite I had was surprisingly crunchy, so much so , I couldn't actually bite through the green bean, odd right ? Well of course it was difficult as it wasn't a bean at all , it was a toothpick !!! I would have mentioned it to the bartender ; however , she was gone and the other 2 behind the bar were conversing.  Our bartender pretty much disappeared after that and the other bartender was focusing on another couple... 10 minutes later he finally comes over and we order dessert, chocolate mint and espresso .. Cake comes out no espresso no bartender .  The service started out strong but ended so weak and on top of that I had a toothpick baked into my very expensive small dish! Bummed out !",2609,5
217,3,"As with ALL Chinese buffets, you have to home in on the items that they do best & keep going back for more...
That being said, I was a bit disappointed that the buffet is rather modest & had a few items that were not very good, especially given that the buffet is $19.95 (plus tax) per person & is located in Vegas, where a restaurant has to compete with all the other restaurants & buffets that are here...
On the plus side, while I am very wary of the sushi served at Chinese buffets, my wife found the sushi here to be good & freshly prepared...",8023,5
218,3,"Great beer selection, good burgers, the shakes are good too, bartenders with poor attitude.",5806,5
223,3,"Allgemein
Das Art Sushi liegt im Stuttgarter-Westen. Es ist eher ein Lieferdienst als ein Restaurant. Es bietet zwar Tische an, allerdings wird am laufenden Band Sushi zum Liefern verpackt. Dementsprechend ist auch das Ambiente. Die Auswahl an Sushi ist gut, geschmacklich war es aber eher durchschnittlich. Dafür ist der Preis zu hoch.
Als Lieferdienst sicherlich gut, aber um gemütlich Sushi Essen zu gehen, empfehle ich in Stuttgart weitaus bessere Alternativen.
Bedienung
Die Bedienung ist nett, allerdings nichts besonderes, wie Empfehlungen.
Das Essen
Gegessen wurde Maki mit gegrillter Lachs, Gurke, Sesam, California Inside Out mit Sesam (Surimi, Avocado, Gurke, Sesam) und Surimi Maki sowie Nigiri Sake (Lachs), Nigiri Ebi( Garnele), Nigiri Tamago (japanisches Omelett) und 2x Miso Suppe (Tofu,Seetang,Lauchzwiebel).
Die Suppe hat für uns wie eine Fertigsuppe geschmeckt. Das Sushi selbst war in Ordnung, allerdings nichts besonderes. Auf den California Inside Out Rollen war geröstete Zwiebeln drauf, die meiner Meinung nach überhaupt nicht dazu gepasst haben.
Das Ambiente
Kleines Restaurant, da doch eher ein Lieferdienst. Kein asiatisches Ambiente.
Sauberkeit
Ob Toiletten vorhanden sind, weiß ich nicht und kann daher deren Sauberkeit nicht beurteilen. Ansonsten ist das Restaurant gepflegt.",7710,5
227,3,"Good Sandwiches... Good Prices
  
I stop at Jimmy Johns  occasionaly for lunch or dinner. Jimmy John's convenient location & excellent service keeps me coming back. The food at Jimmy Johns is fresh, the service is fast,  and the prices are great.

I have to admit I like Jimmy Johns.  The restaurant are always clean every time I visit, which is really important. One of the things I like best about Jimmy John's is that they  slice their own meat and bake their own bread; now that is what I call freshness. 

The atmosphere at Jimmy John's is great, the signs on the walls are very funny.  The subs are super filling and they only cost $4.50.  

If you're looking for a great tasting sub, then this is the place to go!",6927,5
231,3,"If you aren't going for the crab legs and filet mignon, there's no point in spending so much money. The rest of the food was just mediocre. Service was amazing though. Be prepared to wait forever unless you fork up an extra $25 to eat sooner than 3 hours, which I did.",1647,1
244,3,"Just not what it used to be.

I've been going to Schwartz's since I was a young child, and have watched the quality slip steadily over the last 5 years. It's been most notable since Celine Dion bought it. The brisket just doesn't have the same flavour it used to, and it's often dry and stringy. Still a solid sandwich, but certainly not worth the line-up when there is one.",2733,1
245,3,"I originally wanted to go to Weera Thai after hearing good things about it and seeing wonderful photos and reviews, but ended up coming here with my fiancée who bought a Groupon for this place. We ordered the pad Thai, masaman curry with chicken and fried tofu, and garlic beef. The pad Thai was okay, nothing special. It had shrimp in it that obviously we're not fresh. The masaman curry had a good flavor, and it was my favorite item. No complaints. The garlic beef however....was so chewy I ended up having to swallow the pieces practically in their original form. I could not masticate them if I tried. Which I did, for around 5 minutes before my jaw started hurting. The flavor was good, but the quality of the beef was terrible. Terrible. I would not return unfortunately, but I look forward to trying Weera Thai down the street from here.",7163,1
250,3,"We found I Love Burgers on the way to out of all places: the Venetian Food Court, on level-2 in the Palazzo. 
 The restaurant proclaims to love burgers. They also love eggplant parmigiana. The eggplant parmigiana burger is a large sandwich featuring eggplant parmigiana between two round buns. For eggplant parmigiana lovers such as myself, this was heaven for my taste buds. 
  The fries are served separate from the sandwiches.  Expect to pay $20 for an eggplant parmigiana burger or basic burger sandwich, fries, and bottomless soda. The higher-end burgers cost as high as $17. What is kind of cool is having ranch dressing come with the fries.
   I Love Burgers was happening. I felt that the service was satisfactory.",96,5
254,3,"The Burger Bar has good burgers. I have had better burgers. The service was good and the staff is friendly.

I had the American Kobe Burger. It was cooked perfect. Med Rare.

I would deformity recommend giving this place a try.",5778,5
260,3,"The 3 stars are for the food only! The quality and taste of the food is phenomenal, the best I have had in the valley so far. However, the service is horrible. Actually horrible is an understatement. If you make the mistake of going on a Friday or Saturday evening be prepared to wait and wait long to be seated, asked for your order and served. I hope they put some serious thought in improving the service because the food is boss!",3847,1
265,3,"NOT a place for toddlers and young kids. So, you think 'butterflies'.. that's a 'little kid' thing??   It really isn't for small children and especially for how expensive it is.  It's a crime for this place to charge what they do for parents to bring in small kids who one: will never remember this place and two:  can't behave well enough to be there.  There were three different parents who had to take their '5 and under' children out during the movie.  It's an educational film.  The other small kids who remained were obnoxious- talking WAY out loud as though they were in their living rooms. But kids 2 and under are free.  I have no idea why they are actually encouraging parents to bring kids this young.

  It's obnoxiously expensive for what it is.  Yes, the butterfly atrium is cool... but MANY butterflies on the path, and I saw three murdered by small children not watching where they were going, and they just tromped right on 'em.  Not worth the almost TWENTY dollars for an adult.  The aquarium part is nothing beyond something you see in your dentist's office.  All of the Mini stingrays were lying on the bottom of their tank and the guy said, ""Oh, they're nocturnal"".  Really?  They aren't at the zoo... and if they actually are then why put them in an exhibit open during the DAY? 

Be prepared for the almost 'Hitchcock' feel of the butterfly atrium.  If this type of thing creeps you out, steer clear.  This is NOT like the Botanical garden butterfly exhibit where butterflies are sitting mostly on plants.   These are flying all over the place.  Cool to some- creepy to others.

  So, long story short- take an international student whose never seen a butterfly OR a special older person who can appreciate the process, can read the exhibits and can enjoy the beauty that this small place offers. 

 I can't believe I just spent almost 80.00 for a family of four for about 90 minutes of somewhat interesting activity.    I can't imagine this place lasting at these prices. Although, it was very crowded- so, who am I to say.",595,1
266,3,"This place is not fancy by any means, but it is great for these reasons:
One it is open on most holidays
Two the pricing is cheap for delicious schwarmas when your craving them

Three daily specials are a great deal. 
Great for after a night at the drake or Gladstone. 
What you see is what you get here.",4368,5
268,3,"With the Yelp deal, I tried several items. I was excited about the options, but the food was pretty ordinary. The cucumber and yogurt side was the best part of the order. Also, a plate comes with 6 pieces of meat... get ready to load up on bread and rice (though both were good). I won't be back, but I'd say it's worth a try on the off-chance you don't have my exact taste buds. My search for middle eastern food continues.",6578,5
276,3,"I hate having to do this and write anything but a great review, but I think the owner needs to know that things are going downhill at Presto. Ever since the opening of the new location, the owner stopped being on site here and it really shows. Ordering over the phone is a nightmare and you can almost always guarantee the order will not be accurate. The young staff that works here doesnt seem to care much about being friendly and giving the same customer service the did when the owner was on site. We have been eating here since they opened and would do really large orders for our entire staff. Now everyone in our office stays away because of how many mistakes they always make and the timing it takes to get the food. We understand that all restaurants have a lunch rush, but sometimes its 30 minutes or more for a simple sandwich. I really hope the owner sees this review and gets a good solid manager to be on site who gets this place back on track. I will then give them another chance and update my review as warranted.",6929,5
278,3,"I came here last week, in search of Korean BB cream (specifically one by skin79).  I had no idea this place was here!  The cafeteria smelled amazing!  They didn't have the item I was looking for, but I did end up picking up some korean face masks, and a glass water jug (I was looking for one of these!)  I will totally come back, now that I know where this place is!",6518,5
283,3,"This restaurant is owned by a Macedonian family, so I thought the 'kebapche' will be great, but no such luck.  The spices were right, but the quality of the meat was below grade.  It tasted old, chewy and fatty.  

The most important thing about any kind of grill from the Balkans is the freshness and quality of the meat.  Best grill is made from meat that was slaughtered in the last 24 hours. This meat was obviously not fresh neither of high quality.

Our party ordered a few more items which were ok , but the quality of the meat was a real letdown.",4332,5
